state,year,median_sale_price,median_list_price,homes_sold,new_listings,inventory,avg_sale_to_list,sold_above_list
Minnesota,2019,268191.6667,261733.3333,5290.916667,6032.416667,13469.58333,0.989416171,0.323299208
Minnesota,2020,289941.6667,279591.6667,5875.833333,6074.5,9893.583333,0.996927949,0.397036767
Minnesota,2021,324516.6667,304050,5811.25,5963.5,6421.75,1.016732606,0.525335458
Mississippi,2012,126925,133600,792.4166667,1086.666667,5207.083333,0.948129402,0.110384571
Mississippi,2013,131216.6667,141591.6667,913.9166667,1137.416667,5993.916667,0.950947988,0.118145886
Mississippi,2014,139783.3333,150975,938.1666667,1101.833333,5618.416667,0.953269399,0.109681386
Mississippi,2015,150583.3333,158675,997.1666667,1129.75,6452,0.958217565,0.101104909
Mississippi,2016,154341.6667,164491.6667,1087.416667,1137.166667,6223.333333,0.963515071,0.117653648
Mississippi,2017,165016.6667,173958.3333,1134.5,1186.583333,5690.5,0.965293,0.12182212
Mississippi,2018,174375,180100,1158.333333,1211.916667,5579.416667,0.968074934,0.122854944
Mississippi,2019,181533.3333,188683.3333,1189.166667,1249.583333,5539,0.970509437,0.130083698
Mississippi,2020,204400,208875,1309,1218.916667,4710.416667,0.975580889,0.163125594
Mississippi,2021,226425,229591.6667,1331.833333,1315.5,3179.75,0.987367614,0.301544354
Missouri,2012,114633.3333,118608.3333,1320.083333,1910.333333,1000.75,0.947457483,0.084102107
Missouri,2013,120816.6667,127341.6667,1751.083333,2300.916667,2492.5,0.941933202,0.101782119
Missouri,2014,143716.6667,142158.3333,3667.333333,4350.416667,9790,0.960006355,0.136942198
Missouri,2015,153966.6667,151875,4218.166667,5373.166667,12510.33333,0.966089078,0.153877549
Missouri,2016,163950,162325,4569.166667,5410.583333,11606.5,0.971405408,0.183287964
Missouri,2017,172041.6667,171708.3333,4743.416667,5483,10732.66667,0.973480974,0.202993421
Missouri,2018,180900,179341.6667,4746.25,5490.25,10140.16667,0.974325474,0.214369271
Missouri,2019,191908.3333,187850,4682.166667,5335.916667,8687.666667,0.976399529,0.233144372
Missouri,2020,209691.6667,206633.3333,5048.416667,5282.083333,6420.416667,0.987393367,0.324822333
Missouri,2021,230900,221258.3333,5464,5464.666667,4586.333333,1.009324936,0.469606486
Nebraska,2012,139750,141341.6667,1107.5,1448.083333,4500.833333,0.969134012,0.182817178
Nebraska,2013,145450,146508.3333,1229.833333,1478.5,4171.333333,0.973036094,0.194604798
Nebraska,2014,149633.3333,152216.6667,1255.25,1442.916667,3641.75,0.974824946,0.198609003
Nebraska,2015,160891.6667,164441.6667,1342.25,1503.75,3121.833333,0.979774693,0.236713951
Nebraska,2016,170858.3333,173375,1398,1471.25,2642.833333,0.983221757,0.272957184
Nebraska,2017,178033.3333,185741.6667,1359.416667,1502.916667,2343.916667,0.987432342,0.319222298
Nebraska,2018,194225,198208.3333,1378.833333,1518.75,2495.916667,0.990017845,0.315435477
Nebraska,2019,205791.6667,209308.3333,1394.5,1513.333333,2399.916667,0.989131329,0.307038205
Nebraska,2020,223975,227983.3333,1525.916667,1545.5,1697.666667,0.997931567,0.388269958
Nebraska,2021,248000,245833.3333,1536,1533.583333,1186.166667,1.014534381,0.518605682
Nevada,2012,137608.3333,139916.6667,3879.166667,4109.916667,16547.16667,0.992647943,0.35057669
Nevada,2013,177858.3333,179616.6667,3555.666667,4161.583333,14043.41667,1.005993419,0.387977689
Nevada,2014,203950,206508.3333,3212.25,3942.583333,14194.33333,0.985954196,0.243343136
Nevada,2015,225116.6667,225041.6667,3411.333333,4139.833333,14222.25,0.982673087,0.222876091
Nevada,2016,241916.6667,242900,3636.166667,4300.833333,14197.33333,0.982797612,0.211242652
Nevada,2017,268225,267233.3333,3910.25,4206.916667,11693.75,0.985884222,0.245070271
Nevada,2018,303133.3333,296633.3333,3574.666667,4304.583333,10278,0.988178887,0.262959863
Nevada,2019,319866.6667,310375,3534.083333,4184.166667,11770.75,0.983171124,0.176483465
Nevada,2020,346758.3333,335850,3568.75,3897.333333,8804.416667,0.986800476,0.233294883
Nevada,2021,411533.3333,396008.3333,4041,4205.583333,5557.166667,1.004757846,0.462076499
New Hampshire,2012,200350,198358.3333,1053.416667,1088.166667,5384.5,0.953604626,0.187464138
New Hampshire,2013,213541.6667,212391.6667,1158.583333,1204.25,5444,0.959137611,0.20558019
New Hampshire,2014,222700,222050,1167.916667,1442.166667,6797.416667,0.963651046,0.210031793
New Hampshire,2015,235258.3333,231866.6667,1329.583333,1967.5,9205.166667,0.968252541,0.245221152
New Hampshire,2016,243100,244800,1450.666667,1778.75,7683.166667,0.971667597,0.276242932
New Hampshire,2017,261858.3333,257858.3333,1457.833333,1753.666667,6387.333333,0.979070622,0.313305742
New Hampshire,2018,277533.3333,272716.6667,1455.75,1774.583333,5739.666667,0.979461363,0.333877987
New Hampshire,2019,293308.3333,285933.3333,1458.666667,1699.5,5196.416667,0.981308033,0.34244432
New Hampshire,2020,324333.3333,316650,1528.333333,1589.916667,3514.5,0.99364311,0.444363742
New Hampshire,2021,384150,360608.3333,1445.416667,1455.583333,2368.166667,1.023650731,0.601380338
New Jersey,2012,270558.3333,254225,2259.666667,2490.166667,13842.33333,0.938101561,0.07307558
New Jersey,2013,258166.6667,238775,3388.166667,3969.333333,19399.08333,0.950621114,0.115604321
New Jersey,2014,261658.3333,247616.6667,3399.25,4730.333333,23249.08333,0.954055786,0.119824755
New Jersey,2015,260425,253316.6667,3871.25,5828.083333,27257.75,0.957217879,0.128845589
New Jersey,2016,285508.3333,281116.6667,6480.5,8100.75,34747.66667,0.964432454,0.161446831
New Jersey,2017,299500,302833.3333,7800.75,9730.916667,35237.16667,0.97416394,0.205992204
New Jersey,2018,307566.6667,316241.6667,7792.833333,9843.25,33962.08333,0.976789032,0.233915784
New Jersey,2019,321450,333125,7730.083333,9609.25,32780.33333,0.975829379,0.225903107
New Jersey,2020,363916.6667,371533.3333,8339.333333,9293.083333,23067.33333,0.987093031,0.316668403
New Jersey,2021,422283.3333,400283.3333,8504.916667,8931.75,16635.58333,1.015695105,0.541497135
New Mexico,2012,328000,315408.3333,129.25,112.9166667,613.5,0.959970367,0.00569384
New Mexico,2013,319900,324266.6667,140.3333333,135,671.8333333,0.965442788,0.007514415
New Mexico,2014,318041.6667,332616.6667,146.5833333,144,747.0833333,0.952584094,0.007176544
New Mexico,2015,324400,355416.6667,159.4166667,201.25,1042.416667,0.962831077,0.008822887
New Mexico,2016,340283.3333,344608.3333,170.5833333,215.8333333,1022.833333,0.967373978,0.008909162
New Mexico,2017,356241.6667,348833.3333,187.5,213.1666667,879.75,0.97735945,0.012041913
New Mexico,2018,393733.3333,387983.3333,195.3333333,216.6666667,758.6666667,0.979404491,0.010041916
New Mexico,2019,400616.6667,386750,191.5833333,205.5833333,739.5,0.981562082,0.017139651
New Mexico,2020,454691.6667,436116.6667,192.5,200.4166667,583.1666667,0.980581663,0.020317244
New Mexico,2021,508550,469925,222,223.5833333,452.75,0.995700144,0.033683588
New York,2012,208250,224133.3333,4622.25,6800.333333,40787.41667,0.94753473,0.130426716
New York,2013,218000,228983.3333,5171.75,7422.5,37324.08333,0.953192951,0.14589365
New York,2014,217316.6667,232650,5186.5,7717.416667,38798.83333,0.954526344,0.153472228
New York,2015,222300,233141.6667,5699.916667,8161.333333,37738.58333,0.958371586,0.171560344
New York,2016,266725,273258.3333,7428.333333,9114.083333,37112,0.964250691,0.204483355
New York,2017,304608.3333,315975,8090.416667,10082.66667,34223.33333,0.971674784,0.244363127
New York,2018,322866.6667,341400,8041.5,10318.75,32755.16667,0.974749235,0.269575536
New York,2019,333500,353541.6667,8107.583333,10444.16667,33582.25,0.976269716,0.268558153
New York,2020,358208.3333,378891.6667,8169.75,9877.25,25904.91667,0.986038081,0.334597957
New York,2021,416125,402833.3333,9229.5,9947.916667,18096.83333,1.013894599,0.488754538
North Carolina,2012,197058.3333,192216.6667,1995.333333,2643.083333,12553.66667,0.957138078,0.141505115
North Carolina,2013,195650,194666.6667,3245.416667,3905.333333,16807.08333,0.96189974,0.153779934
North Carolina,2014,195491.6667,199858.3333,5701.333333,6889.666667,30111.33333,0.965806459,0.150410689
North Carolina,2015,203875,211550,6823.5,8253.583333,32812.33333,0.970310604,0.169176944
North Carolina,2016,214816.6667,224650,7770.416667,8937.916667,31955.58333,0.975880546,0.20954296
North Carolina,2017,231808.3333,238025,8165.833333,9156.75,30129.66667,0.979086158,0.24532393
North Carolina,2018,244416.6667,250841.6667,8150.25,9301.25,28349.83333,0.980074679,0.255112342
North Carolina,2019,258933.3333,261616.6667,8456.083333,9349.416667,27722.5,0.979481872,0.238941159
North Carolina,2020,285858.3333,279883.3333,8676.166667,9037.416667,22324.33333,0.986449082,0.302451921
North Carolina,2021,328191.6667,315700,9336.583333,9269.833333,15445.25,1.011740246,0.50916517
Ohio,2012,113466.6667,114158.3333,7417.083333,10674.75,53123,0.943614538,0.116992217
Ohio,2013,120708.3333,119033.3333,8507.75,11549.16667,51363.25,0.951554835,0.131248699
Ohio,2014,126666.6667,126408.3333,8377.916667,11340.5,45529.5,0.953713994,0.123617158
Ohio,2015,132600,132558.3333,9230.833333,11859.33333,44859.91667,0.958274175,0.13792143
Ohio,2016,141491.6667,141475,9830.416667,11503.83333,40204.16667,0.965563574,0.16226561
Ohio,2017,151350,150708.3333,9969.416667,11516.83333,34469.5,0.970284829,0.190088431
Ohio,2018,161016.6667,160475,9889.25,11546.08333,31945.08333,0.972526764,0.21129058
Ohio,2019,171716.6667,170958.3333,10024.33333,11485.41667,30290.66667,0.973287675,0.216252517
Ohio,2020,189875,186941.6667,10447.83333,11038.41667,22676.83333,0.984960099,0.314174973
Ohio,2021,212116.6667,201808.3333,11125.33333,11995.33333,19173.66667,1.004597189,0.454141632
Oklahoma,2012,136616.6667,132366.6667,2592.833333,1555.083333,6362.916667,0.965076881,0.157912107
Oklahoma,2013,142683.3333,134266.6667,2858.833333,1713.666667,6289.416667,0.968047653,0.165289165
Oklahoma,2014,146908.3333,140350,3051.666667,1755.583333,6486.833333,0.968849557,0.171256296
Oklahoma,2015,152008.3333,151991.6667,3106.916667,3058.666667,10734.08333,0.970941008,0.183158521
Oklahoma,2016,153475,159991.6667,3167.833333,3977.833333,12942.58333,0.972997183,0.205868889
Oklahoma,2017,159083.3333,164800,3238.916667,4080.666667,12770.08333,0.973353846,0.209396687
Oklahoma,2018,164458.3333,170950,3342.916667,4025.916667,12115.41667,0.973270376,0.212745512
Oklahoma,2019,173275,180425,3481,4015.083333,10453.66667,0.975568127,0.22652856
Oklahoma,2020,193441.6667,198183.3333,3808.833333,4082.583333,7647.583333,0.98286623,0.276146126
Oklahoma,2021,216550,218125,4155.333333,4493.5,5161.833333,0.993197251,0.386220957
Oregon,2012,209116.6667,218675,3186,3420.833333,13879.91667,0.975280966,0.21737485
Oregon,2013,240575,246150,3584.25,3980,13322.08333,0.982192312,0.247401972
Oregon,2014,257616.6667,258866.6667,3731.75,4183.25,13771.33333,0.983154152,0.242574184
Oregon,2015,276400,277241.6667,4491.583333,4716.333333,12166.16667,0.990733444,0.303374793
Oregon,2016,304166.6667,306391.6667,4611.583333,4823.333333,11055.25,0.996859469,0.34837846
Oregon,2017,330683.3333,331541.6667,4570.583333,4828.083333,10331.75,0.995173763,0.338266418
Oregon,2018,349916.6667,351541.6667,4447.666667,4846.833333,11169.16667,0.992896177,0.316732975
Oregon,2019,365658.3333,365633.3333,4382.333333,4758.833333,11041.16667,0.990360075,0.284902311
Oregon,2020,401008.3333,395008.3333,4684.5,4660.5,7303.666667,1.000140438,0.388395714
Oregon,2021,475616.6667,458166.6667,4985.916667,5201,5120.916667,1.02112167,0.5366653
Pennsylvania,2012,187625,177525,5083.666667,6840,24294.66667,0.950358645,0.102190304
Pennsylvania,2013,194000,182416.6667,5687.75,7448,23705.41667,0.956565394,0.120546086
Pennsylvania,2014,194733.3333,186533.3333,5666.166667,7630.166667,24555.08333,0.958819045,0.119294371
Pennsylvania,2015,199791.6667,191950,6283,8044.833333,24144.83333,0.962197117,0.132911567
Pennsylvania,2016,204166.6667,196200,6747.916667,7896,31560.25,0.966152458,0.154546807
Pennsylvania,2017,213166.6667,205741.6667,6945.833333,7999.666667,27739.16667,0.970485653,0.175772758
Pennsylvania,2018,223133.3333,212066.6667,6740.416667,7644.166667,23042.66667,0.972002428,0.193824949
Pennsylvania,2019,235158.3333,221333.3333,6574,7452.75,21064.91667,0.973048587,0.198563873
Pennsylvania,2020,257158.3333,242191.6667,6659.583333,6827.166667,15302.66667,0.982226753,0.268520723
Pennsylvania,2021,288725,255725,7120.666667,7390.416667,11600.91667,1.002868635,0.417657203
Rhode Island,2012,197816.6667,211575,668.4166667,946.25,4269,0.94273649,0.12286429
Rhode Island,2013,208958.3333,224008.3333,740.75,1026.916667,3890.166667,0.954248346,0.141668661
Rhode Island,2014,218825,228225,741.5,1067.25,4259.333333,0.957325448,0.146324109
Rhode Island,2015,231458.3333,240183.3333,813.8333333,1117.916667,4138.75,0.963054275,0.16328829
Rhode Island,2016,247433.3333,252708.3333,918.75,1125.583333,3693.583333,0.97086127,0.203963375
Rhode Island,2017,263158.3333,272075,941.5,1096.75,3143.333333,0.97679703,0.249745054
Rhode Island,2018,281991.6667,288891.6667,890.9166667,1121.666667,3140.333333,0.979979799,0.274776931
Rhode Island,2019,293066.6667,305791.6667,921.9166667,1099.583333,3012.666667,0.976643578,0.25215618
Rhode Island,2020,324583.3333,335033.3333,964.9166667,1029.5,2013.916667,0.992017682,0.386341849
Rhode Island,2021,384441.6667,380708.3333,953,1034.083333,1414.333333,1.019875816,0.590405213
South Carolina,2012,176166.6667,175800,1912.083333,2540,13460.83333,0.954263121,0.121919783
South Carolina,2013,186466.6667,184850,2315.083333,2948.5,14192.66667,0.961873283,0.129387369
South Carolina,2014,197066.6667,198083.3333,2876.75,3626,17210.91667,0.965844152,0.127577874
South Carolina,2015,210675,212733.3333,3336.916667,3980.25,17314.41667,0.971332538,0.137263137
South Carolina,2016,221950,224925,3635.666667,4261.333333,17243.83333,0.975163804,0.155193825
South Carolina,2017,233275,234566.6667,3856.916667,4553.666667,17235.08333,0.97731578,0.157798375
South Carolina,2018,245191.6667,243716.6667,4059.083333,4794.416667,17314.25,0.978693033,0.168171403
South Carolina,2019,254491.6667,251433.3333,4276.333333,4957.25,17815.25,0.978870327,0.160317525
South Carolina,2020,280183.3333,270591.6667,4668.916667,4933.583333,15585.08333,0.982547629,0.191482999
South Carolina,2021,322550,303125,5045.25,5197.5,11558.41667,0.997809051,0.35781806
Tennessee,2012,127016.6667,135825,1815.75,1620.083333,5833,0.947617544,0.134553142
Tennessee,2013,132591.6667,140941.6667,2457.75,2394.166667,9294.666667,0.950033559,0.120297498
Tennessee,2014,174383.3333,188141.6667,5063.166667,5604.666667,18956.75,0.964818314,0.144244371
Tennessee,2015,192358.3333,197766.6667,5747.75,8457.666667,38384.25,0.97153883,0.176291838
Tennessee,2016,207791.6667,218025,6148.083333,6808.666667,25226.41667,0.97662925,0.204805524
Tennessee,2017,224225,235758.3333,6421.333333,7066.833333,21315.5,0.979267172,0.214388171
Tennessee,2018,238541.6667,249450,6504.833333,7332.333333,21295.08333,0.980521445,0.205530667
Tennessee,2019,258075,262941.6667,6518.583333,7429.916667,21386.08333,0.980370728,0.194608656
Tennessee,2020,283708.3333,286283.3333,6919.916667,7212.833333,16808.83333,0.986659216,0.250969091
Tennessee,2021,332091.6667,324216.6667,7309.416667,7271.25,11855.66667,1.004570784,0.427737913
Texas,2012,165300,172666.6667,15661.08333,20562.25,70579.66667,0.967949831,0.144280436
Texas,2013,181941.6667,189000,18295.66667,22204.66667,61232.08333,0.974376648,0.176094443
Texas,2014,196225,205566.6667,18760.25,22737,57788.91667,0.977223801,0.194379192
Texas,2015,211433.3333,223333.3333,19542.25,24263.5,60143.08333,0.979464683,0.214185588
Texas,2016,224600,238641.6667,20603.41667,24981.33333,64251.91667,0.980316636,0.214616658
Texas,2017,238083.3333,249433.3333,21481.33333,26623.83333,68474.75,0.980102547,0.202279156
Texas,2018,247516.6667,257900,21956.41667,27439.5,71634.08333,0.979132907,0.184608588
Texas,2019,255308.3333,264058.3333,23186.5,28566.66667,76261.58333,0.97901589,0.16661895
Texas,2020,274266.6667,281391.6667,25457,27865.5,59079.91667,0.984026978,0.214301358
Texas,2021,325333.3333,326316.6667,26316.83333,28831.25,37892.08333,1.009095265,0.444087035
Utah,2012,204933.3333,206308.3333,2190,2854.833333,13321.41667,0.981909016,0.232486378
Utah,2013,232700,228416.6667,2402.166667,3284.416667,13354.25,0.985264409,0.239705854
Utah,2014,241866.6667,242175,2470.666667,3295.25,14100.66667,0.983537435,0.204680675
Utah,2015,260041.6667,256116.6667,2836,3418.083333,10518.25,0.987929729,0.251467256
Utah,2016,278783.3333,274400,2955.5,3515.25,8164.75,0.991480258,0.290360584
Utah,2017,306716.6667,295466.6667,2932.5,3482.833333,7540.333333,0.992823444,0.318406469
Utah,2018,336766.6667,326858.3333,2913.583333,3465.416667,8023.333333,0.994303269,0.335255541
Utah,2019,362091.6667,342658.3333,2989.333333,3314,7612.25,0.992644663,0.307303235
Utah,2020,414225,386083.3333,3136.5,3119.333333,4988.583333,0.999355145,0.409809756
Utah,2021,517383.3333,475333.3333,2849.083333,2783.416667,2903.833333,1.019197949,0.565492721
Vermont,2012,204366.6667,205150,360.5833333,392.1666667,2394.333333,0.936519669,0.079461263
Vermont,2013,208933.3333,209150,418.25,468.1666667,2809.916667,0.94082099,0.094896708
Vermont,2014,205291.6667,215975,437.4166667,687.3333333,4313.75,0.942172331,0.095152392
Vermont,2015,203541.6667,218241.6667,503,878,5855.25,0.944541427,0.102978882
Vermont,2016,211133.3333,226100,533.4166667,770.5,5016.083333,0.948507717,0.112663428
Vermont,2017,219816.6667,236608.3333,552.6666667,738.75,4257.916667,0.951511291,0.129119403
Vermont,2018,229550,238000,551.9166667,746.75,3939.916667,0.955045825,0.141056463
Vermont,2019,242783.3333,250316.6667,591.5833333,760.5,3777.666667,0.958601332,0.15521114
Vermont,2020,271058.3333,281133.3333,701.6666667,721.0833333,2764,0.967562925,0.199275072
Vermont,2021,319125,315500,698.6666667,680.25,1835.083333,0.994120465,0.371864337
Virginia,2012,330375,283566.6667,3164.916667,4230.333333,13388.16667,0.973444209,0.180651581
Virginia,2013,354333.3333,300283.3333,3446.416667,4547.916667,12840.16667,0.979861135,0.214215663
Virginia,2014,359800,313166.6667,3300.916667,4661,14692.83333,0.97887208,0.186465191
Virginia,2015,331433.3333,293975,4967.666667,6538.083333,21434.91667,0.979196941,0.179518374
Virginia,2016,333700,297700,5426.833333,6671.166667,19788.66667,0.982422693,0.192526088
Virginia,2017,346816.6667,309383.3333,5688.083333,6945.833333,18177,0.986772244,0.210498928
Virginia,2018,355641.6667,315833.3333,5599.25,6754.416667,16837.58333,0.986767289,0.236821236
Virginia,2019,366466.6667,326791.6667,5835,6635.833333,15912.91667,0.988283207,0.248209322
Virginia,2020,396666.6667,350808.3333,6411.833333,6728.666667,10993.33333,0.997267767,0.364226462
Virginia,2021,441300,374333.3333,7023.75,7270.916667,7960.75,1.015906794,0.540601466
Washington,2012,266466.6667,260625,4942.916667,6196.666667,21777.83333,0.979870511,0.231321806
Washington,2013,293391.6667,277791.6667,5801,7270.416667,20886.58333,0.990279139,0.290247052
Washington,2014,308650,295583.3333,5999.833333,7337.833333,21129.75,0.988318186,0.26839661
Washington,2015,331908.3333,318308.3333,6884.416667,7742.5,17744.66667,0.994166922,0.31108474
Washington,2016,353525,338008.3333,8054.416667,8944.25,16758,1.001204188,0.368390926
Washington,2017,388058.3333,370800,8615,9251.5,14876.66667,1.007031981,0.40051243
Washington,2018,418541.6667,408458.3333,8152.083333,9222.666667,15480.58333,1.003804518,0.383649551
Washington,2019,438225,427708.3333,8091.333333,8769.5,14672.83333,0.997132303,0.339935197
Washington,2020,484100,468091.6667,8379.5,8698.666667,9043.083333,1.009244744,0.452883402
Washington,2021,583333.3333,536291.6667,9079.083333,9311.916667,5779.416667,1.041724733,0.603756084
West Virginia,2012,141808.3333,150791.6667,231.6666667,381.6666667,1726.666667,0.950260125,0.142582305
West Virginia,2013,158308.3333,163225,258.8333333,408.4166667,1786.083333,0.961646679,0.160329027
West Virginia,2014,165300,172466.6667,239.5,387,1808.083333,0.955372328,0.12729691
West Virginia,2015,176125,178450,251.0833333,396,1825.833333,0.962079473,0.138232747
West Virginia,2016,178758.3333,181941.6667,280.0833333,397.8333333,1649.416667,0.964241292,0.136726188
West Virginia,2017,188900,192075,312,412.8333333,1494.583333,0.970594886,0.163810087
West Virginia,2018,198750,199950,305.8333333,400.5,1346.25,0.972918216,0.168505911
West Virginia,2019,210033.3333,205966.6667,326.8333333,413.5833333,1468.333333,0.974503152,0.173783024
West Virginia,2020,228216.6667,227450,379.1666667,390.0833333,991.1666667,0.983528308,0.241336291
West Virginia,2021,276233.3333,263466.6667,385.5,407.5,669,0.997450697,0.385552814
Wisconsin,2012,115433.3333,128866.6667,1519,1618.75,12020.41667,0.931887381,0.107097023
Wisconsin,2013,123841.6667,139991.6667,1641.416667,2136.583333,11636.33333,0.940012264,0.109754243
Wisconsin,2014,129033.3333,141941.6667,1629.083333,2408.666667,13468.33333,0.943094454,0.099733491
Wisconsin,2015,141300,150191.6667,2246.75,2752.25,15291.58333,0.950488668,0.10893032
Wisconsin,2016,170833.3333,172233.3333,5467.083333,6312.5,25303.75,0.967370664,0.181816149
Wisconsin,2017,181458.3333,182500,5536.833333,6195.416667,21632.41667,0.9726156,0.224510019
Wisconsin,2018,193600,195033.3333,5435,6249.666667,18921.91667,0.979261982,0.28020135
Wisconsin,2019,206500,205933.3333,5408.333333,6117.166667,18498,0.981035965,0.290205276
Wisconsin,2020,226383.3333,222491.6667,5825.083333,5894.666667,15016.08333,0.990048316,0.361813388
Wisconsin,2021,250691.6667,239233.3333,5851.083333,6030.666667,11988.33333,1.011112889,0.506926493
